2370,"MPI","Yng-4","USA","Yng","41.865","-86.646","Diane Byers","2002-05-01 0:00:00","CS78998","germany","","ltblu_circle"
2412,"MPI","Yng-53","USA","Yng","41.865","-86.646","Diane Byers","2002-05-01 0:00:00","CS78999","germany","","ltblu_circle"
4779,"Monsanto","UKSW06-179","UK","St Columb","50.4","-4.9","Eric Holub","2006-05-11 0:00:00","CS78808","western_europe","","blu_circle"
4807,"Monsanto","UKSW06-207","UK","Indian Queen","50.4","-4.9","Eric Holub","2006-05-11 0:00:00","CS78809","western_europe","","blu_circle"
4826,"Monsanto","UKSW06-226","UK","St Dennis","50.4","-4.9","Eric Holub","2006-05-11 0:00:00","CS78810","western_europe","","blu_circle"
4840,"MPI","UKSW06-240","UK","St Dennis","50.4","-4.9","Eric Holub","2006-05-11 0:00:00","CS79000","western_europe","","blu_circle"
4857,"MPI","UKSW06-257","UK","St Stephens","50.3","-4.9","Eric Holub","2006-05-11 0:00:00","CS79001","western_europe","","blu_circle"
4884,"Monsanto","UKSW06-285","UK","St Stephens","50.3","-4.9","Eric Holub","2006-05-11 0:00:00","CS78811","western_europe","","blu_circle"
4900,"Monsanto","UKSW06-302","UK","St Austel","50.3","-4.8","Eric Holub","2006-05-11 0:00:00","CS78812","western_europe","","blu_circle"
4939,"MPI","UKSW06-341","UK","Lostwitheil","50.4","-4.7","Eric Holub","2006-05-12 0:00:00","CS79002","western_europe","","blu_circle"
4958,"Monsanto","UKSW06-360","UK","Liskeard","50.5","-4.5","Eric Holub","2006-05-12 0:00:00","CS78814","western_europe","","blu_circle"
5023,"Monsanto","UKSE06-118","UK","East Malling Research Station","51.3","0.5","Eric Holub","2006-05-05 0:00:00","CS78799","western_europe","","blu_circle"
5104,"Monsanto","UKSE06-252","UK","East Malling village","51.3","0.5","Eric Holub","2006-05-23 0:00:00","CS78800","germany","","ltblu_circle"
5151,"Monsanto","UKSE06-325","UK","West Malling village","52.2","-1.7","Eric Holub","2006-05-05 0:00:00","CS78801","admixed","","forbidden"
5165,"Monsanto","UKSE06-362","UK","Wateringbury","51.3","0.4","Eric Holub","2006-05-05 0:00:00","CS78802","admixed","","forbidden"
5210,"Monsanto","UKSE06-432","UK","Tonbridge castle","51.2","0.3","Eric Holub","2006-05-23 0:00:00","CS78803","western_europe","","blu_circle"
5236,"Monsanto","UKSE06-470","UK","Paddock Wood","51.2","0.4","Eric Holub","2006-05-23 0:00:00","CS78804","western_europe","","blu_circle"
5249,"MPI","UKSE06-491","UK","Sissinghurst Castle garden","51.2","0.3","Eric Holub","2006-05-23 0:00:00","CS79003","western_europe","","blu_circle"
